Series,Domain,Culture,Experiment,Age,Run,Alpha 1,Metric 1,Alpha 2,Metric 2
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,9,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,11,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,12,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,05,14,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,2,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,5,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,12,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,13,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,06,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,0,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,2,0.8,-0.0001546072974643,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,3,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,4,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,5,0.8,-0.0001546072974643,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,6,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,7,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,8,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,9,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,12,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,13,0.8,-7.730364873217986e-05,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,PerceptualDecisionMaking,08,14,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,0,0.85,0.157948717948718,0.8,0.2
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,1,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,2,0.8,0.9997435897435898,0.8,1.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,3,1.15,-0.0002564102564102,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,4,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,5,0.8,-0.0002564102564102,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,6,1.1,0.4300427350427351,1.1,0.4472222222222222
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,7,0.92,0.3630769230769231,0.9,0.4
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,8,0.8,0.3584615384615384,0.8,0.6
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,9,0.9,0.2847863247863247,0.9,0.3222222222222222
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,10,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,11,0.8,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,12,1.04,0.198611111111111,0.8,0.2
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,13,0.8,-0.0002564102564102,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,01,14,1.15,0.0,0.8,0.0
exp_series_1_celegans_syn_size,celegans,syn_size,GoNogo,02,0,0.92,0.1999999999999999,0.8,0.2
